ip_country,ip_city,ip_lat,ip_lon,ip_timezone,local_time,user_country,user_city,amount,transaction_frequency,account_age_days,device_type,payment_method,label
France,Paris,48.8566,2.3522,Europe/Paris,2024-06-19 11:07:58,France,Paris,4543.85,10,3060,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-04 15:37:58,India,Mumbai,2850.57,25,2478,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-16 12:07:58,South Africa,Johannesburg,3147.04,23,604,web,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-06-12 06:07:58,Canada,Toronto,4380.95,23,3317,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-29 19:07:58,Japan,Tokyo,4976.74,1,2825,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-13 11:07:58,France,Paris,708.41,25,3110,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-01 11:07:58,Germany,Berlin,4346.76,10,3888,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-26 11:07:58,France,Paris,4295.7,17,254,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-10 06:07:58,United States,New York,871.15,3,4056,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-01 15:37:58,India,Mumbai,832.93,29,1488,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-29 12:07:58,South Africa,Johannesburg,1515.34,6,868,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-02-05 06:07:58,United States,New York,921.49,14,174,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-27 15:37:58,Brazil,São Paulo,5855.28,130,121,mobile,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-29 11:07:58,Germany,Berlin,1344.47,30,72,web,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-28 11:07:58,France,Paris,723.39,7,4838,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-01 11:07:58,Australia,Sydney,8368.99,84,28,web,paypal,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-03-17 11:07:58,Japan,Tokyo,5677.49,173,140,mobile,paypal,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-04 15:37:58,India,Mumbai,2810.42,19,1573,mobile,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-09 21:07:58,India,Mumbai,1523.33,137,97,web,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-12 19:07:58,Japan,Tokyo,1652.43,27,1868,web,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-12 11:07:58,Germany,Berlin,482.47,18,3429,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-03 15:37:58,United States,New York,3078.92,58,31,web,voucher,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-08 12:07:58,South Africa,Johannesburg,629.99,10,3647,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-28 12:07:58,South Africa,Johannesburg,1727.79,8,2101,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-03-17 15:37:58,France,Paris,6390.03,191,165,web,voucher,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-26 07:07:58,Brazil,São Paulo,1842.8,24,3149,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-29 11:07:58,India,Mumbai,1137.58,185,7,mobile,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-07-02 10:07:58,Brazil,São Paulo,8257.48,88,2,mobile,credit_card,1
United States,New York,40.7128,-74.006,America/New_York,2025-01-27 06:07:58,United States,New York,2826.14,29,2120,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-23 15:37:58,India,Mumbai,669.0,3,2663,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-21 15:37:58,India,Mumbai,1619.2,18,3577,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-15 06:07:58,United States,New York,3297.79,12,328,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-11 07:07:58,Brazil,São Paulo,208.17,24,2822,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-19 12:07:58,South Africa,Johannesburg,2043.11,22,2367,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-01-01 10:07:58,United Kingdom,London,669.05,17,2401,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-08 07:07:58,Japan,Tokyo,5984.78,148,55,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-08-23 11:07:58,Germany,Berlin,3396.28,29,957,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-03-07 19:07:58,Japan,Tokyo,4751.28,12,4517,web,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-19 19:07:58,Japan,Tokyo,2887.2,1,3107,web,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-21 11:07:58,France,Paris,3129.68,4,181,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-29 11:07:58,France,Paris,2530.66,30,2420,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-20 10:07:58,United Kingdom,London,2916.32,6,1337,mobile,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-10 11:07:58,Germany,Berlin,2475.05,23,2447,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-07 06:07:58,Canada,Toronto,3376.16,17,515,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-29 06:07:58,Canada,Toronto,3032.82,24,4045,web,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-18 06:07:58,Canada,Toronto,3767.44,87,29,web,voucher,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-02-22 10:07:58,United Kingdom,London,410.2,11,4283,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-21 06:07:58,United States,New York,1220.13,16,3128,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-01-22 21:07:58,South Africa,Johannesburg,8890.45,178,89,web,credit_card,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-04-14 07:07:58,Germany,Berlin,3553.47,144,65,mobile,apple_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-21 19:07:58,Japan,Tokyo,4905.62,13,828,web,voucher,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-10-19 10:07:58,Japan,Tokyo,4411.77,59,156,web,google_pay,1
United States,New York,40.7128,-74.006,America/New_York,2025-01-24 06:07:58,United States,New York,3678.24,8,3137,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-03-09 11:07:58,France,Paris,2876.87,8,569,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-12-19 06:07:58,France,Paris,2381.49,119,16,web,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-12 12:07:58,South Africa,Johannesburg,721.26,1,210,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-18 06:07:58,Australia,Sydney,4660.72,118,138,mobile,voucher,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-29 19:07:58,Japan,Tokyo,587.94,19,3289,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-01-21 10:07:58,United Kingdom,London,1506.22,5,2604,mobile,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-03 11:07:58,France,Paris,2352.72,30,3751,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-01-03 21:07:58,Australia,Sydney,3322.09,18,1469,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-08-17 19:07:58,Japan,Tokyo,3633.96,24,670,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-07 12:07:58,South Africa,Johannesburg,243.97,20,1931,web,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-27 06:07:58,United States,New York,4338.79,19,3957,web,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-07 06:07:58,United States,New York,3223.75,13,529,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-03-18 15:37:58,South Africa,Johannesburg,1939.5,175,25,mobile,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-17 11:07:58,Brazil,São Paulo,7712.11,179,85,web,credit_card,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-05 06:07:58,Australia,Sydney,3032.75,129,23,web,paypal,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-18 07:07:58,Brazil,São Paulo,1100.25,3,268,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-16 06:07:58,United States,New York,3156.18,2,3634,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-07 11:07:58,Australia,Sydney,8006.84,105,120,mobile,voucher,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-06 07:07:58,Brazil,São Paulo,2601.42,9,1803,web,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-11-19 10:07:58,United Kingdom,London,4966.43,8,1333,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-16 11:07:58,Germany,Berlin,165.97,11,1943,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-03-16 06:07:58,United States,New York,3385.58,16,2652,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-27 06:07:58,Germany,Berlin,2926.05,164,20,web,google_pay,1
United States,New York,40.7128,-74.006,America/New_York,2024-08-24 06:07:58,France,Paris,2348.37,143,14,web,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-25 06:07:58,Canada,Toronto,3632.15,3,992,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-20 11:07:58,France,Paris,4500.62,3,3331,web,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-01 11:07:58,France,Paris,3608.55,28,2487,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-12 07:07:58,Japan,Tokyo,6892.71,191,22,mobile,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-10-21 11:07:58,South Africa,Johannesburg,2648.27,70,131,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-25 11:07:58,Germany,Berlin,950.08,27,261,mobile,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-30 06:07:58,Canada,Toronto,4843.9,28,3967,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-27 12:07:58,South Africa,Johannesburg,4210.12,3,3385,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-09 19:07:58,Japan,Tokyo,1540.02,19,3833,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-09 11:07:58,Germany,Berlin,4519.7,9,4709,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-20 06:07:58,United States,New York,4442.23,21,1177,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-07 21:07:58,Australia,Sydney,5677.07,88,69,web,apple_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-17 19:07:58,Japan,Tokyo,4055.33,4,1404,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-06 15:37:58,India,Mumbai,4454.62,2,1248,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-08-08 19:07:58,Japan,Tokyo,1757.69,14,4307,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-06 11:07:58,Germany,Berlin,2728.79,6,4293,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-05 06:07:58,Germany,Berlin,2549.85,143,153,mobile,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-25 11:07:58,Germany,Berlin,1675.07,27,2436,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-03-27 10:07:58,United Kingdom,London,3654.68,10,353,mobile,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-21 11:07:58,France,Paris,3216.56,17,2063,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-24 11:07:58,France,Paris,265.24,3,4812,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-07 11:07:58,Canada,Toronto,2676.79,152,30,web,google_pay,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-07 07:07:58,Canada,Toronto,6200.65,57,156,mobile,credit_card,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-10 07:07:58,Brazil,São Paulo,4165.22,4,1057,mobile,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-19 12:07:58,South Africa,Johannesburg,423.85,4,1856,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-10-11 07:07:58,Brazil,São Paulo,3758.65,20,3272,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-17 06:07:58,United Kingdom,London,2989.34,127,13,mobile,paypal,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-09 11:07:58,Germany,Berlin,5179.13,161,131,web,google_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-02 15:37:58,India,Mumbai,3344.34,13,1119,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-10-23 07:07:58,India,Mumbai,7213.35,64,15,web,apple_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-08 12:07:58,South Africa,Johannesburg,1243.49,10,2671,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-06-17 21:07:58,Australia,Sydney,4429.69,15,1570,mobile,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-22 15:37:58,India,Mumbai,4732.57,6,2882,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-03-11 11:07:58,France,Paris,4692.38,23,4187,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-17 07:07:58,Brazil,São Paulo,1422.82,27,3476,mobile,paypal,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-07 10:07:58,United Kingdom,London,5745.55,63,133,mobile,google_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-06 06:07:58,Canada,Toronto,853.03,17,2394,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-08 19:07:58,Japan,Tokyo,4197.47,20,4723,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-08-31 06:07:58,United States,New York,3227.9,15,3748,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-03 15:37:58,India,Mumbai,2752.45,24,1591,mobile,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-04 12:07:58,South Africa,Johannesburg,2531.9,12,336,mobile,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-05 11:07:58,France,Paris,1972.32,30,3980,web,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-03 10:07:58,United Kingdom,London,3137.75,9,1159,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-10-07 07:07:58,United Kingdom,London,7797.75,50,37,mobile,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-23 15:37:58,India,Mumbai,125.56,5,2564,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-19 11:07:58,Germany,Berlin,3230.86,15,1046,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-12-30 21:07:58,Australia,Sydney,4881.91,18,1692,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-03-28 06:07:58,United States,New York,721.06,29,2301,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-20 11:07:58,Germany,Berlin,2726.97,15,4248,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-08-10 07:07:58,United Kingdom,London,4777.32,169,102,mobile,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-01-09 11:07:58,France,Paris,4391.3,3,2710,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-08 06:07:58,Canada,Toronto,2711.64,5,2894,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-16 12:07:58,South Africa,Johannesburg,2287.71,2,3290,web,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-05 06:07:58,Canada,Toronto,4064.53,6,2493,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-25 06:07:58,United States,New York,3393.85,6,2286,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-05 21:07:58,Australia,Sydney,1406.55,23,2418,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-09 19:07:58,Japan,Tokyo,3856.81,21,4754,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-26 12:07:58,South Africa,Johannesburg,960.72,4,4315,web,apple_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-03 21:07:58,Australia,Sydney,2465.76,5,3055,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-01 11:07:58,France,Paris,2518.08,13,106,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-11 06:07:58,United States,New York,2736.87,30,259,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-02-16 06:07:58,United States,New York,1795.41,4,2241,mobile,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-14 11:07:58,France,Paris,4131.19,20,575,web,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-04 11:07:58,France,Paris,4595.01,24,4142,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-13 19:07:58,Germany,Berlin,9113.94,68,23,mobile,paypal,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-02-20 12:07:58,South Africa,Johannesburg,4889.56,30,3557,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-04-25 06:07:58,United States,New York,2977.5,1,511,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-03 07:07:58,Brazil,São Paulo,2045.07,19,1157,web,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-14 06:07:58,Germany,Berlin,8973.32,101,180,web,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-25 12:07:58,United Kingdom,London,9682.98,94,170,mobile,voucher,1
United States,New York,40.7128,-74.006,America/New_York,2024-10-09 06:07:58,United States,New York,708.44,11,78,web,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-06 15:37:58,India,Mumbai,4454.37,29,1513,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-17 11:07:58,Germany,Berlin,3394.47,21,546,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-07-30 15:37:58,India,Mumbai,3880.22,95,96,web,credit_card,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-03 07:07:58,Brazil,São Paulo,3847.77,24,2992,mobile,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-21 06:07:58,Canada,Toronto,3431.2,28,4041,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-23 06:07:58,United States,New York,1823.74,6,2882,web,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-11 07:07:58,Brazil,São Paulo,1369.24,16,1066,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-04-20 21:07:58,Australia,Sydney,2028.49,20,4852,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-04 19:07:58,Japan,Tokyo,2939.88,16,3614,mobile,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-22 06:07:58,Japan,Tokyo,2515.97,100,157,web,apple_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-06 12:07:58,South Africa,Johannesburg,1636.61,18,1873,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-17 06:07:58,United States,New York,4303.26,7,735,mobile,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-02-02 06:07:58,Canada,Toronto,4870.53,29,424,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-03-18 06:07:58,Japan,Tokyo,7529.05,134,166,mobile,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-10-02 11:07:58,Germany,Berlin,3165.34,3,105,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-18 10:07:58,United Kingdom,London,2181.54,5,4560,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-28 07:07:58,Brazil,São Paulo,2767.78,22,2016,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-17 06:07:58,United States,New York,1275.23,8,1983,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-08-03 21:07:58,Australia,Sydney,2652.66,20,4542,mobile,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-15 19:07:58,Brazil,São Paulo,8682.52,86,173,mobile,credit_card,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-29 15:37:58,India,Mumbai,4503.99,21,3387,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-14 12:07:58,South Africa,Johannesburg,2032.58,4,3438,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-20 06:07:58,United States,New York,2417.03,13,400,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-03 07:07:58,Brazil,São Paulo,3761.0,16,3060,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-01 10:07:58,United Kingdom,London,4208.87,11,3797,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-10-01 11:07:58,France,Paris,3173.53,7,2523,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-03-27 11:07:58,France,Paris,2461.45,11,3543,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-03-30 10:07:58,United Kingdom,London,1456.34,4,630,web,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-20 19:07:58,Japan,Tokyo,655.49,15,1375,mobile,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-23 06:07:58,United States,New York,4350.88,6,4111,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-01 12:07:58,South Africa,Johannesburg,916.24,27,3955,mobile,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-22 07:07:58,France,Paris,6640.64,112,12,mobile,paypal,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-17 12:07:58,South Africa,Johannesburg,3508.87,13,4285,web,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-07 11:07:58,France,Paris,353.72,7,2486,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-15 12:07:58,Japan,Tokyo,2222.04,53,122,mobile,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-21 19:07:58,Japan,Tokyo,83.84,27,3122,mobile,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-16 11:07:58,France,Paris,2800.37,14,2157,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-18 12:07:58,South Africa,Johannesburg,2187.77,25,2212,web,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-25 10:07:58,United Kingdom,London,2251.23,9,3660,web,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-05 10:07:58,United Kingdom,London,1501.08,2,173,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-15 12:07:58,Brazil,São Paulo,8172.08,70,40,mobile,credit_card,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-05-21 06:07:58,India,Mumbai,3892.48,152,102,web,credit_card,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-27 07:07:58,Brazil,São Paulo,1811.18,3,1457,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-28 12:07:58,South Africa,Johannesburg,964.45,5,218,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-12 19:07:58,United Kingdom,London,1349.32,91,135,web,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-23 10:07:58,France,Paris,7382.2,55,146,mobile,voucher,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-21 19:07:58,Japan,Tokyo,3140.92,25,3907,web,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-18 06:07:58,Canada,Toronto,838.27,18,4814,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-07-14 12:07:58,South Africa,Johannesburg,290.4,7,1013,web,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-21 15:37:58,India,Mumbai,181.2,28,4830,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-05 19:07:58,Japan,Tokyo,4461.97,18,4418,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-03-19 15:37:58,India,Mumbai,3840.18,17,1767,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-07 06:07:58,United States,New York,3449.03,14,1154,web,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-06-28 06:07:58,Canada,Toronto,4507.38,9,3340,web,apple_pay,0
